"intAgent","intProjectID","intProjectNo","intProvID","strDescription","strLegal","intClientDept","intSecondDept","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","intProjectType","intClientContactID","intLocationID","curPrice","curExpToDate"
32,391,766692,59,"CFS MASSET STATION ENGINEERING","LOTS 1,EXCEPTING PLAN 7830, LOT 2, 4 AND 6 Q C D PLAN6866 AND",6,0,"9075-M356/3",10/23/1996,,0,.0000,.0000,2,1,127,.0000,.0000
30,392,766709,59,"TRANSFER OF ADMINISTRATION OF TRANSMITTER SITE TO DFO/CCG","LOT 1, DL 164, QUEEN CHARLOTTE DISTRICT, PL PRP13299",23,0,"9075-S4/33",11/8/1996,8/6/1997,1,.0000,.0000,2,1,207,.0000,.0000
31,393,766707,59,"BENDIK DOUBLE - WIDE MOBILE HOME FOR REMOVAL","SKIDEGATE RESERVE # 1, LOT 55, BLK 10 PLAN 2393R",15,0,"9070-S55/6",11/8/1996,7/31/1997,0,.0000,.0000,2,1,220,.0000,.0000
31,394,766705,59,"RETRO OF LAND AND AND BUILDING CONTAINING APPROX. 1122 SM","LOTS 8,9, 10, BL 5, DL 7,  QUEEN CHARLOTTE DISTRICT, PL 946",6,0,"9075-M6/38",11/8/1996,8/25/1997,0,.0000,.0000,2,1,127,.0000,.0000
20,395,766701,59,"12.5 SM OF ARMOURY SITE FOR ROAD SE CORNER OF NO. 4 ROAD","SECTION 2, BL 4, NORTH RANGE 6W, NEW WETMINSTER DISTRICT",6,0,"9075-R3/87",11/8/1996,,0,.0000,.0000,2,1,198,.0000,.0000
28,396,766711,59,"120 SPRUCE AVE. - DETACHMENT","LOT 1, PLAN 12071, DL 4589 KD",15,0,"9075-S18/15",11/8/1996,7/21/1900,0,.0000,.0000,2,1,226,.0000,.0000
31,397,766703,59,"1.689 ACRES - VACANT LAND","PART OF LOT 5, BLOCK D, PLAN 199 SHOWN ON PLAN B1580, SEC 27 TP 9 ODYD",6,0,"9075-V6/43",11/7/1996,,0,.0000,.0000,2,1,268,.0000,.0000
31,398,766721,59,"QUIT CLAIM REGISTERED RIGHT OF WAY D-38308","PART NW, QUARTER SECTION 22, TOWNSHIP 1A, RANGE 5, SMITHERS",23,0,"9075-S14/42",12/9/1996,9/17/1999,1,.0000,.0000,2,1,221,.0000,.0000
31,399,766733,59,"4 HOUSES (CCG) MOT ROAD","That part of Sec 53 shown in red on Plan attached to CT 20285-I",24,0,"9075-A5/26",12/22/1996,7/31/1901,0,.0000,.0000,2,1,11,.0000,.0000
29,400,766759,59,"PART OF LOT 474 - PART OF WATERLOT FOR PUBLIC WALKWAY","PART OF LOT 474",16,0,"9050-S28/4",2/26/1997,,0,.0000,.0000,2,1,86,.0000,.0000
27,401,766944,59,"VACANT LOT ON ST PAUL STREET","",14,0,"9075-K1/105",3/4/1997,,0,.0000,.0000,2,1,110,.0000,.0000
13,402,766772,59,"CENTRE FOR PLANT HEALTH","8801 SAANICH ROAD EAST",2,0,"9075-S12/27",3/13/1997,9/5/1997,1,.0000,.0000,2,1,217,.0000,.0000
31,403,766774,59,"1093 - THIRD AVENUE, DETACHMENT WITH GARAGE BUILT IN 1960","LOTS 15 & 16, BLK 6, DL 5316, CARIBOO DISTRICT, PLAN 1373",15,0,"9075-M1/9",3/19/1997,3/15/1999,0,.0000,.0000,2,1,134,.0000,.0000
28,404,766831,59,"26 CHAPMAN STREET-DOUBLE WIDE TRAILER AND LOT","Lot 14, District Lot 7890, Rge.5, Coast District, Plan 6691",15,0,"9075-G8/5",6/20/1997,10/31/1900,0,.0000,.0000,2,1,96,.0000,.0000
28,405,766833,59,"24 CHAPMAN STREET-DOUBLE WIDE TRAILER AND LOT","LOT 15, DISTRICT LOT 7890, RANGE 5,COAST DISTRICT, PLAN 6691.",15,0,"9075-G8/6",6/20/1997,,0,.0000,.0000,2,1,96,.0000,.0000
28,406,766841,59,"1270 RUPERT ROAD","LOT 10, SECTION 21, CLAYOQUOT LAND DISTRICT, PLAN 29455",24,0,"9075-U1/57",6/26/1997,9/12/1997,1,.0000,.0000,2,1,253,.0000,.0000
28,407,766839,59,"1964 CYNAMOCKA, HOUSE WITH 3 BEDROOM PLUS BASEMENT","LOT 6, PLAN 31775, DISTRICT LOT 283, CLAYOQUOT LAND DISTRICT.",24,0,"9075-U1/58",6/26/1997,12/13/1901,0,.0000,.0000,2,1,253,.0000,.0000
28,408,766837,59,"207 MARINE DRIVE, HOUSE WITH 3 BEDROOMS AND BASEMENT","LOT 1, PLAN 29455, SECTION 21, CLAYOQUOT LAND DISTRICT.",24,0,"9075-UI/59",6/26/1997,1/15/1998,0,.0000,.0000,2,1,253,.0000,.0000
28,409,766835,59,"1958 CYNAMOCKA STREET, HOUSE WITH 3 BEDROOMS AND BASEMENT","LOT 4, DISTRICT LOT 283, CLAYOQUOT DISTRICT, PLAN 31775",24,0,"9075-U1/60",6/26/1997,10/12/1901,0,.0000,.0000,2,1,253,.0000,.0000
31,410,766845,59,"RCMP DETACHMENT AND PROPERTY","LOT A, PLAN 10516 & LOT 1 PL. 12102, SEC 14, TP 20 RG 10 W6M",15,0,"9075-S3/17",6/20/1997,,0,.0000,.0000,2,1,205,.0000,.0000
29,411,766864,59,"WHARF/RAMP ON 2 UPLAND PCLS.(FEE SIMPLE);ENCROACHES ON WATERLOT & ROAD","(DD19759) PARTS OF BLOCK X AND Y, SE1/4,SEC.5,TP.1,PLAN 245A +WL 16125",14,0,"9075-A27/2",1/1/1994,,0,.0000,.0000,2,1,8,.0000,.0000
28,412,766861,59,"1621 BAY ST. HOUSE WITH 3 BEDROOM HOUSE PLUS BASEMENT","LOT 27, PLAN 27909, DL 282, CLAYOQUOT LAND DISTRICT",24,0,"9075-U1/61",4/1/1997,4/3/2000,1,.0000,.0000,2,1,253,.0000,.0000
28,413,766865,59,"400 CAMPBELL ST. -  PART OF RCMP DETACHMENT PARKING LOT","PART OF LOT A, PLAN VIP60918, DL 114, CLD, PID #023-033-029",15,0,"9075-T6/45",8/1/1997,5/6/1999,0,.0000,.0000,2,1,247,.0000,.0000
32,414,766929,59,"DISPOSAL OF 2046 PINTAIL CRESCENT, HOUSE","LOT 16, PLAN 642D5,DL7,QUEEN CHARLOTTE DISTRICT",6,0,"9075-M6/39",9/1/1997,1/30/1998,0,.0000,.0000,2,1,127,.0000,.0000
32,415,766929,59,"DISPOSAL OF 2038 PINTAIL CRESCENT, MASSET","LOT 15, PLAN 6425, DL 7, QUEEN CHARLOTTE DISTRICT",6,0,"9075-M6/40",8/1/1997,1/30/1998,0,.0000,.0000,2,1,127,.0000,.0000
31,416,766797,59,"TO DISPOSE OF SOUTHBANK WHARF ONLY","",23,0,"9075-S85/2",4/1/1996,9/10/1998,1,.0000,.0000,2,1,225,.0000,.0000
31,417,766797,59,"TO DISPOSE OF ADAMS LAKE WHARF","",23,0,"9075-A19/5",4/1/1997,6/15/1998,0,.0000,.0000,2,1,4,.0000,.0000
28,418,766906,59,"1277 PINYON RD. - HOUSE WITH FULL BASEMENT","LOT 15, PLAN 13055, DISTRICT LOT 4135, KOOTENAY LAND DISTRICT",15,0,"9075-S18/12",11/17/1997,11/30/1999,0,.0000,.0000,2,1,226,.0000,.0000
28,419,766904,59,"1255 VALLEYVIEW - VACANT LOT","LOT 13, PLAN 13922, DL 6251, KOOTENAY LAND DISTRICT, PID 010-445-854.",15,0,"9075-S18/13",11/17/1997,11/30/1901,0,.0000,.0000,2,1,226,.0000,.0000
28,420,766904,59,"1255 VALLEYVIEW - VACANT LOT","LOT 13, PLAN 13922, DL 6251, KOOTENAY LAND DISTRICT, PID 010-445-854.",15,0,"9075-S18/13",11/17/1997,6/29/1901,0,.0000,.0000,2,1,226,.0000,.0000
28,421,766797,59,"TO DISPOSE OF SHED ON WHARF","LOT 2954, QUEEN CHARLOTTE ISLANDS DISTRICT, SHINGLE BAY, B.C.",23,0,"9075-S4/34",11/25/1997,4/30/1998,0,.0000,.0000,2,1,207,.0000,.0000
28,422,766936,59,"1275 PINYON RD- 3 BEDROOM WITH BASEMENT HOUSE","LOT 15, DISTRICT LOT 4135, KOOTENAY DISTRICT, PLAN 13055",15,0,"9075-S18/11",11/25/1997,9/17/1999,0,.0000,.0000,2,1,226,.0000,.0000
28,423,766938,59,"TO DISPOSE OF NELSON FEDERAL BUILDING - 514 VERNON ST.","LOT 3-5, BLOCK 1, PLAN 9500, DISTRICT LOT 95, KOOTENAY LAND DISTRICT",14,0,"9075-N4/1",12/2/1997,5/25/1901,0,.0000,.0000,2,1,149,.0000,.0000
29,424,766902,59,"549 COLUMBIA STREET, NEW WESTMINSTER","LOTS 1, 2 & 3 EXCEPT N 10 FEET AND W 28 FEET, LOT 4 EXCEPT N 10 FEET",14,0,"9075-N8/2",5/1/1998,8/15/1900,0,.0000,.0000,2,1,157,.0000,.0000
31,425,766898,59,"DISPOSAL OF .8 ACRE SITE IN SALMO GOLFPORT PROPERTY - BLOCK 34","",6,0,"9075-S2/11",11/1/1997,4/27/1999,0,.0000,.0000,2,1,204,.0000,.0000
28,426,766948,59,"310 STEPHEN AVE. - DEATCHMENT WITH MARRIED QUARTERS","LOT 14-158, BLOCK 8, KOOTENAY LAND DISTRICT, FIELD TOWNSITE- YOHO NAT.",15,0,"9075-F4/10",1/30/1998,9/30/1998,0,.0000,.0000,2,1,74,.0000,.0000
28,427,766950,59,"306 First Ave  HOUSE ON LEASE FROM PARKS CANADA","LOT 10, BLOCK 5, KOOTENAY LAND DISTRICT, FIELD.",13,0,"9075-F4/9",1/30/1998,9/24/1998,0,.0000,.0000,2,1,74,.0000,.0000
28,428,766987,59,", 9737 KING GEORGE -  A STRIP OF FRONTAGE TO CITY OF SURREY","PARCEL 'A',REF.PLAN 50515,SECTION 34,BLK N.RANGE 2 WEST,NWD.N,PLAN8896",14,0,"9075-S23/69",2/1/1997,12/31/1998,0,.0000,.0000,2,1,237,.0000,.0000
31,429,766966,59,"261 GANGES RD, GANGES,SALTSPRING ISLAND, B.C.","LOT K, SEC 20, RANGE 4, PLAN 8350",15,0,"",2/25/1998,,0,.0000,.0000,2,1,86,.0000,.0000
30,430,766968,59,"3 LOTS AND TRAILERS","LOT 42, LOT 43 AND LOT 44, DL 6903, PLAN 4747",15,0,"",2/25/1998,9/15/1999,0,.0000,.0000,2,1,55,.0000,.0000
31,431,766974,59,"DISPOSAL TRAILER AND LOT","LOT 3, BLOCK 9, PLAN 23836, D.L. 131",15,0,"9075-W3/5",3/3/1998,2/28/1900,0,.0000,.0000,2,1,283,.0000,.0000
28,432,766945,60,"TRANSFER OF ADMIN TO INAC LOTS 1080-2 AND 1084","LOT 1080-2 AND LOT 1084, QUAD 105/D11, PLAN 80004 CLSR 97-46 LTO",11,0,"9075-W7/126",1/27/1998,3/26/1998,0,.0000,.0000,2,1,287,.0000,.0000
29,433,766996,59,"TRANSFER OF ADMIN - SEA ISLAND COAST GUARD BASE FROM TC TO DFO","PT. LT. 14, SEC 21 ETC., BLK 5N, R7W, PLAN 36079",23,0,"9075-R3/91",2/12/1998,4/19/1999,0,.0000,.0000,2,1,198,.0000,.0000
30,434,766954,59,"DISPOSAL OF THREE TRAILERS","",15,0,"9075-N6/14",1/27/1998,11/25/1998,0,.0000,.0000,2,1,154,.0000,.0000
28,435,766993,59,"DISPOSAL OF BUILDING ONLY - 52 M2 STICK BUILT CABIN.","",15,0,"9075-S4/36",3/17/1998,5/31/1998,0,.0000,.0000,2,1,207,.0000,.0000
31,436,766970,59,"DISPOSAL OF MOBILE TRAILER, CHILCOTEN HWY., ALEXIS CREEK","",15,0,"9075-A18/10",3/3/1998,10/12/1999,1,.0000,.0000,2,1,12,.0000,.0000
32,437,766998,60,"428 DUGAS STREET, 1 STOREY, SINGLE FAMILY RESIDENCE","Lot 3 and Westerly five feet of Lot 4, Block 13, GRA, Plan 8395",5,0,"9075 - D1/53",4/2/1998,1/11/1999,0,.0000,.0000,2,1,53,.0000,.0000
29,438,768012,59,"TRANSFER OF ADMINISTRATION OF FEE SIMPLE LANDS BETWEEN DFO to DIAND","Lot A fronting on D.L. 7 R5 Coast District Plan PRP47071",16,0,"9075-P37/11",4/1/1998,,0,.0000,.0000,2,1,182,.0000,.0000
29,439,768020,59,"TRANSFER OF ADMINISTRATION OF FEDERAL RESERVE FROM PWGSC TO TC","LOT 2, PLAN 8372",14,0,"9075-P34/6",4/29/1998,4/1/1999,0,.0000,.0000,2,1,183,.0000,.0000
31,440,768017,59,"TO DISPOSE OF WHARF","LOT 1810, RANGE 1, COAST DISTRICT IN SULLIVAN BAY, NORTH BOURGHTON ISL",23,0,"9075-S77/2",4/1/1998,8/31/1998,0,.0000,.0000,2,1,234,.0000,.0000
28,441,834281,59,"SINCLAIR CTR -ADDITION/INFILL PROJECT FOR RESTAURANT","Lot 15, DL 541, Plan 20192 and Air Space, Parcel 1, DL 541, Group1",14,0,"5400-V3/187-3",3/17/1997,9/6/1900,0,.0000,.0000,2,1,255,.0000,.0000
31,442,840198,59,"EXPERIMENTAL FARM","",2,0,"9075-P16/116",6/15/1998,3/31/1900,0,.0000,.0000,2,1,184,.0000,.0000
30,443,840162,59,"RESIDENTIAL AND BRITCO TRAILER","ON LEASED LAND",15,0,"9070-T16/7",6/1/1998,1/31/1999,1,.0000,.0000,2,1,245,.0000,.0000
30,444,840161,59,"2 TRAILERS ON LEASED LAND","N/A",15,0,"9070-T16/7",6/30/1998,1/31/1999,1,.0000,.0000,2,1,245,.0000,.0000
31,445,841850,59,"193 ALDER ST., UCLUELET, B.C.","LOT 11, BLOCK 1, SECTION 21, CLAYOQUOT DISTRICT, PLAN 9200",15,0,"9075-U1/62",8/17/1998,,0,.0000,.0000,2,1,253,.0000,.0000
31,446,768035,59,"DISPOSAL OF WHARF AT AHOUSAT","LOT 1533, CLAYOQUOT LAND DISTRICT",23,0,"9075-A13/10",6/1/1998,8/15/1998,1,.0000,.0000,2,1,7,.0000,.0000
31,447,768033,59,"TRANSFER OF ADMIN. LOT 1 NOOTKA","Lot 1 DL 443 Nootka District Plan VIP 69180",23,0,"9075-T1/16",5/31/1998,,0,.0000,.0000,2,1,238,.0000,.0000
28,448,840168,59,"202 HARBOUR RD. TO RELEASE CONDITION 3601036G TO THE CITY OF VICTORIA","PT SHOWN IN GREEN ON 1338 O.S.SEE SECTION 9,..TO THAT PART OF LOT 6,PL",23,0,"9075-V7/261",9/4/1998,4/19/1999,0,.0000,.0000,2,1,270,.0000,.0000
28,449,845323,59,"4119 MONROE ST. - FORESTRY FIELD STATION","LOT 1, PLAN 3945, DISTRICT LOT 979",8,0,"9075-T4/61",9/11/1998,12/27/1900,0,.0000,.0000,2,1,242,.0000,.0000
28,450,845330,59,"A SINGLE STOREY PAN-ABODE LOG STRUCTURE.","LOTS 13 AND 14 OF BLOCK 35 OF LOT 549, KOOTENAY LAND DISTRICT.",8,0,"9075-N5/7",8/10/1998,11/2/1900,0,.0000,.0000,2,1,153,.0000,.0000
28,451,845335,59,"1379 DOMINION CR - RANGER STATION","LOT J, DL 234, KAMLOOPS DIVISION YALE DISTRICT Plan 6458",8,0,"9075-K1/107",9/15/1998,7/1/1900,0,.0000,.0000,2,1,110,.0000,.0000
28,452,845337,59,"P.O.BOX4354 - FOREST RANGER H.Q.","BLOCK D, DL 8827, CARIBOO DISTRICT",8,0,"9075-W9/46",9/15/1998,,0,.0000,.0000,2,1,289,.0000,.0000
28,453,845332,59,"DISPOSE OF ONE MOBILE HOME - ,BOX 487,V0G1Z0","1987 SPECTRA DOUBLE WIDE HOME LOCATED AT AGRI. CAN. RESEARCH STATION",8,0,"9075-S22/21",9/15/1998,4/7/1999,0,.0000,.0000,2,1,235,.0000,.0000
28,454,845349,59,"TO DISPOSE OF RCMP DETACHMENT","LOT 1, LOT 2580, KOOTENAY DISTRICT, PLAN 5666",15,0,"9075-R1/5",6/16/1998,3/31/1999,0,.0000,.0000,2,1,195,.0000,.0000
28,455,845347,59,"DISPOSE OF RCMP DETACHMENT","LOTS 2 & 3, BLOCK 'W' OF LOT 267, VILLAGE OF INVERMERE, PLAN 1013.",15,0,"9075-J1/14",10/1/1998,1/5/1901,0,.0000,.0000,2,1,109,.0000,.0000
30,456,845302,59,"DISPOSAL OF TRAILER ON LEASED LAND","LOT 1 SEC. 15 PENDER ISLAND COWICHAN DISTRICT [PLAN 30765",15,0,"9075-P20/5",10/6/1998,1/1/2000,0,.0000,.0000,2,1,171,.0000,.0000
29,457,845679,59,"CUSTOMS BORDER CROSSING AND ENCROACHMENT","LOT 6697, CASSIAR DISTRICT",5,0,"9075-F30/4",1/19/1999,,0,.0000,.0000,2,1,81,.0000,.0000
29,458,845707,59,"SALE OF RCMP LANDS FOR ROAD.","LOT 1, SEC. 16, PLAN 31654",15,0,"9075-C21/24",1/21/1999,4/30/1901,0,.0000,.0000,2,1,45,.0000,.0000
29,459,845561,59,"REMOVAL OF F&O HOUSE ON TC LAND","N/A",24,0,"9075-S4/38",12/14/1999,8/21/1901,0,.0000,.0000,2,1,207,.0000,.0000
28,460,845921,59,"1002 Wharf Street - TRANSFER TO TC AS PROGRAM TRANSFER","LOT 1, VICTORIA CITY, PLAN 46965",14,0,"9075-V7/264",4/6/1999,5/25/1999,0,.0000,.0000,2,1,270,.0000,.0000
29,461,846103,59,"RETROCESSION OF WATERLOT TO PROVINCE","LOT 2, BLK 59, D.L. 1901A, GP. 1, NWD",23,0,"9075-P34/7",4/20/1999,1/7/1902,0,.0000,.0000,2,1,183,.0000,.0000
29,462,846035,59,"EAGLE RIVER FISH HATCHERY (PHASE II)","DISPOSAL OF LOT A, SEC 28, TWP 23, R5W, K.D., PLAN 14913",24,0,"9075-S11/7",4/21/1999,,0,.0000,.0000,2,1,215,.0000,.0000
28,463,846105,59,"TO DISPOSE OF PATROL CABIN AND SITE","LOT 1, DL 4477, CASSIAR DISTRICT, PLAN 11222",15,0,"9075-T29/8",5/1/1999,9/28/1901,0,.0000,.0000,2,1,239,.0000,.0000
31,464,846647,59,"Queen Charlotte Dist. Program Transfer from TC to F&O - DL 576","D.L. 576 Graham Island",24,0,"5400-L32/2",8/13/1999,10/5/1999,1,.0000,.0000,2,1,122,.0000,.0000
28,465,,59,"TRANSFERRING LAND TO DISTRICT OF COLDSTREAM AS A RESERVOIR","LOT 1, Section 21 and 27, Township 9, Pl 1961, Osoyoos Divison,Yale D",6,0,"9075-V6/25",9/10/1999,,0,.0000,.0000,2,1,268,.0000,.0000
31,466,846735,59,"DISPOSAL OF VACANT LAND - Lot 2","Tahsis, Lot 2, DL 443, Nootka District",23,0,"9075-T1/18",9/20/1999,,0,.0000,.0000,2,1,238,.0000,.0000
32,467,846732,60,"Single Family House","Lot 8 block 200 Riverdale subidvision  Plan 21312",22,0,"9075-W7_450",,8/15/1900,0,.0000,.0000,2,1,287,.0000,.0000
29,468,846989,59,"TWO RESIDENCES, ONE LARGER THAN THE OTHER, ON ONE LOT.","Lot 309, Group 852, Destruction Bay, YT, Plan 34922",13,0,"9075-D3_5",10/1/1999,12/6/1900,0,.0000,.0000,2,1,61,.0000,.0000
28,469,846987,60,"3 BEDROOM BUNGALOW WITH DOUBLE GARAGES, ON TWO LOTS.","Lots 17, 18, Block 4, Haines Junction, Plan 19794",13,0,"9075-H1_26",10/16/1999,5/30/1900,0,.0000,.0000,2,1,99,.0000,.0000
28,470,840168,59,"TO RELEASE EASEMENT IN FAVOUR OF 202 HARBOUR ROAD.","Part of sub lot six of lot 119, Estquimalt District.",23,0,"9075-V7/261",,4/11/1900,0,.0000,.0000,2,1,270,.0000,.0000
28,471,847249,60,"Building no. JD-01 #00201  A single family res. with shared garage.","Lot 51, 52, 53, Bl. 27, Pl 40721",13,0,"9075-H1_27",2/22/1900,,0,.0000,.0000,2,1,99,.0000,.0000
28,472,847247,60,"Building no. JD-02 #00202  A single family res. with shared garage.","Lots 51, 52, 53, Bl 27, Plan 40721",13,0,"9075-H1_28",2/22/1900,,0,.0000,.0000,2,1,99,.0000,.0000
28,473,847245,60,"Building no. JD-03 #00203   A single family res. with a single garage","Lots 19, 20, 21, Block 26, Plan 40721, YT",13,0,"9075-H1_29",2/22/1900,,0,.0000,.0000,2,1,99,.0000,.0000
28,474,847242,60,"Buiilding no. JD-04 #00204   A single family res. with a single garag","Lot 19-21, Bl. 26, Plan 40721",13,0,"9075-H1_30",,,0,.0000,.0000,2,1,99,.0000,.0000
28,475,847240,60,"Building no. JD-06 #00206  A single family res. with a double garage.","Lot  1,2,3, Bl 18, Plan 22642",13,0,"9075-H1_31",2/22/1900,,0,.0000,.0000,2,1,99,.0000,.0000
28,476,847251,60,"Building no. JD-10 #00227  A 4-bed single family res. with double gara","Lot 23, Bl 27, Plan 40721",13,0,"9075-H1_32",,,0,.0000,.0000,2,1,99,.0000,.0000
28,477,847238,60,"Building no. JD-11 #00228  A single family res. with a single garage.","Lot 19 & 20, Bl. 4, Pl 19794",13,0,"9075-H1_33",2/22/1900,,0,.0000,.0000,2,1,99,.0000,.0000
28,478,847407,60,"Surplus INAC Housing - 708 Hyland Drive, Watson Lake.","Lot 6, Block 20, CLSR 51352, LTO 25447",22,0,"9075-W1_35",2/28/1900,11/21/1900,0,.0000,.0000,2,1,276,.0000,.0000
28,479,847405,60,"Surplus INAC Housing -  Lot 180 & 181, Bl. 74, CLSR 59590, LTO","Lot 180, Block 74, CLSR 59590, LTO 43584",22,0,"9075-r8_17",2/28/1900,,0,.0000,.0000,2,1,200,.0000,.0000
28,480,847403,60,"Surplus INAC -Lot 125, Group 10 CLSR 69079 LTO 72341 Blg #28006","LOT 125, GROUP 10, CLSR 69079, LTO 72341",22,0,"9075-C44_9",,3/30/1901,0,.0000,.0000,2,1,36,.0000,.0000
28,481,847409,60,"Devolution - INAC Housing - Lot 4, Bl B,  CLSR 53307, LTO 28743 -","LOT 4, BLOCK B, MENZIES ADDITION, CLSR 53307, LTO 28742",22,0,"9075-D1_59",,,0,.0000,.0000,2,1,53,.0000,.0000
28,482,847401,60,"Devolution - INAC Housing and garage - 128 Morley Crescent","Lot 27, Block 35, CLSR 64459, LTO 52685",22,0,"9075-W1_34",,,0,.0000,.0000,2,1,276,.0000,.0000
28,483,847395,60,"Devolution - INAC - L 4'D', Bl 2, CLSR 53090, LTO 28058","L 4'D', Bl 2, CLSR 53090, LTO 28058",22,0,"9075-T5_19",,,0,.0000,.0000,2,1,243,.0000,.0000
28,484,847393,60,"Devolution - INAC Housing & gar - Pt Of L 90, Gr 905, CLSR 52922 LTO","Partt Of Lot 90, Group 905, CLSR 52922 LTO 27954",22,0,"9075-R8_16",,,0,.0000,.0000,2,1,200,.0000,.0000
28,485,847391,60,"Devolution - INAC  - L 12, E 1/2 of P 'B', clsr 43178, LTO 22355","Lot 12, East 1/2 of Parcel  'B', CLSR 43178, LTO 22355",22,0,"9075-M8_19",,,0,.0000,.0000,2,1,128,.0000,.0000
28,486,847389,60,"Devolution - INAC - L 12, W 1/2 of P'B', CLSR 43178, LTO 22355","9075-m8_18",22,0,"9075-M8_18",,,0,.0000,.0000,2,1,128,.0000,.0000
28,487,847387,60,"Devolution - INAC - L 12, E. 1/2 of P'C', CLSR 43178, LTO 22355","LOT 2, EAST 1/2 of PARCEL 'C', CLSR 43178, LTO 22355",22,0,"9075-M8_17",,,0,.0000,.0000,2,1,128,.0000,.0000
28,488,847385,60,"Devolution - INAC - L 6 & 7, BL 34, CLSR 50642, LTO 24315","L 6 & 7, BL 34, CLSR 50642, LTO 24315",22,0,"9075-M8_16",,,0,.0000,.0000,2,1,128,.0000,.0000
28,489,847399,60,"Devolution - INAC - 234 Wye Drive, Watson Lake, YT","LOT 5, BLOCK 15, CLSR 43475, LTO 23074",22,0,"9075-W1_33",,,0,.0000,.0000,2,1,276,.0000,.0000
28,490,847382,60,"#13005 Devolution - 101 Karmon St.","LOTS 1, 2 , BLOCK 27, CLSR 58514, LTO 40721",22,0,"9075-H1_35",,,0,.0000,.0000,2,1,99,.0000,.0000
28,491,847380,60,"YT#13002 Devolution - INAC - 158 Martin St. Haines Junciton, YT.","LOT 13, 14, bLOCK 5, GROUP 803, CLSR 41519, LTO 19794",22,0,"9075-H1_34",,,0,.0000,.0000,2,1,99,.0000,.0000
28,492,847372,60,"Devolution - INAC - P. C 2, CLSR 58185, LTO 39015  Bldg # 28003","Parcel C 2, CLSR 58185, LTO 39015",22,0,"9075-C44_8",,,0,.0000,.0000,2,1,36,.0000,.0000
28,493,847375,60,"Devolution - INAC - Days Addition, Dawson City, YT #12001 & 12002","LOT 1,2,3,8,9,10, Bl. 7, 'Days' Addition', clsr 8338A & 53305",22,0,"9075-D1_57",,,0,.0000,.0000,2,1,53,.0000,.0000
28,494,847378,60,"Devolution - INAC -  493 Front St., Dawson City, YT","L U-3 OF L 1, GR. 2, CLSR 51967, LTO 26593 - 493",22,0,"9075-D1_58",,,0,.0000,.0000,2,1,53,.0000,.0000
29,495,847576,59,"Retrocession of Waterlot","Unsurveyed Portion of D.L. 252, Nanaimo District",16,0,"9075-C116/2",4/3/1900,5/8/1901,0,.0000,.0000,2,1,45,.0000,.0000
33,496,847514,59,"Buildings for Sale and Removal","N/A",6,0,"9070-E6/72",4/1/2000,10/11/2001,0,.0000,.0000,2,1,65,.0000,.0000
29,497,847289,60,"Federal Building - 944 5th Ave.","Lots 4, 5 and 6, Block U, Plan 8338A, Ladue Area",14,0,"9075-D1/1",1/25/2000,12/20/1901,0,.0000,.0000,2,1,53,.0000,.0000
28,498,847724,59,"Right of Way for BC Hydro","Lot A of Lot 8, Plan 15946 and Lot 1597, Sayward District",16,0,"9075-Q10_7",,4/1/1912,1,.0000,.0000,2,1,192,.0000,.0000
21,499,846996,59,"370 Poplar Road, Remote Receiver Site","Lot A, Section 69, Cormorant Island, Rupert District, Plan 24554",4,0,"9075-A5-33",10/29/1999,12/31/1901,0,.0000,.0000,2,1,11,.0000,.0000
28,500,847869,59,"1218 Hickory Place.  4 bedroom house","Lot 88, DL 6251, Kootenay District, Plan 13055",15,0,"9075-S18_16",6/26/1900,10/23/1900,0,.0000,.0000,2,1,226,.0000,.0000
29,501,847965,59,"Green's Landing Wharf Facility - Retrocession to Province","Lot 272, Nanaimo District",14,0,"9075-G1/5",7/14/1900,,0,.0000,.0000,2,1,85,.0000,.0000
28,502,847397,60,"Devolution - INAC - 123 Campbell Way - L 7, B 38, CLSR 59028,LTO 40427","L 7, B 38, CLSR 59028,LTO 40427",22,0,"9075-W1_32",,,0,.0000,.0000,2,1,276,.0000,.0000
28,503,847618,59,"VACANT LOT AND LOT WITH WARDEN'S OFFICE","Lot 50 and 51, CLSR 53805",13,0,"9075-D3_8",5/1/1900,10/16/1900,0,.0000,.0000,2,1,61,.0000,.0000
32,504,848607,60,"Crew Quarters - Forrestry Compound","",22,0,"9070 C44_10",,,0,.0000,.0000,2,1,36,.0000,.0000
28,505,848741,59,"Forestry Field Station - House only -Land Reserve returned to Province","BUILDING ONLY - Reserve returned to Province",8,0,"9075-W52_1",10/25/1900,,0,.0000,.0000,2,1,275,.0000,.0000
28,506,848738,59,"Forestry Field Station - house, garage on 6 ha of land","Block A, Sec.16, Twp.4, Rge.5, Coast Dist, Plan 6397",8,0,"9075-S14_46",10/25/1900,12/10/1901,0,.0000,.0000,2,1,221,.0000,.0000
28,507,,59,"GRANTING RPTO PERMISSION TO BUILD SKYTRAIN OVER OUR RESERVE.","Lots 26 to 43, Except Part on Plan 23299, Block M, Plures Grdn, Pl2620",14,0,"9075-N8_76",8/31/1999,11/29/1999,0,.0000,.0000,2,1,157,.0000,.0000
28,508,848642,59,"Disposal of Marine Radio Station - 7316 McMillan Road.","Lot A, Section 17, Sooke District, Plan 18747",24,0,"9075-s16_22",11/15/1900,,0,.0000,.0000,2,1,223,.0000,.0000
