"intStatusID","intProjectID","memStatus","datUpdate"
2750,425,"Contact made with Jeff Hutchinson.   Need to discuss tenure requirements with Tom  Sparrow, Jim Nesbitt and Wayne Berry.    ","2/25/1999"
2751,425,"Meeting with Tom Sparrow re issues  arising on this project.  Likely a longstanding  matter.    ","3/8/1999"
2752,425,"Searching S.R.W. plans.    ","3/12/1999"
2753,425,"Forwarded letter to Jeffery  Hutchinson, at DOJ-W'horse regarding issues raised  at my meeting with Tom Sparrow. Will need to  discuss further.     ","3/25/1999"
2754,425,"Contacted DOJ-Whitehorse to discuss  how to proceed with project.  Awaiting response.    ","2/15/1999"
2755,425,"Contact made with Jeff Hutchinson.   Need to discuss tenure requirements with Tom  Sparrow, Jim Nesbitt and Wayne Berry.    ","2/25/1999"
2756,425,"Meeting with Tom Sparrow re issues  arising on this project.  Likely a longstanding  matter.    ","3/8/1999"
2757,425,"Searching S.R.W. plans.    ","3/12/1999"
2758,425,"Forwarded letter to Jeffery  Hutchinson, at DOJ-W'horse regarding issues raised  at my meeting with Tom Sparrow. Will need to  discuss further.    ","3/25/1999"
2759,425,"Awaiting response to my letter to Jeff  Hutchinson of March 25, 1999.    ","4/20/1999"
2760,425,"Ongoing discussions between AJH and  Tom Sparrow.  Environmental study being conducted   by Tim Sackmann week of July 26, 1999.    ","7/29/1999"
2761,425,"Awaiting response from Senior Legal  officials in Ottawa to confirm whether the Yukon  can hold lands outside of their own territory.    ","7/29/1999"
2762,425,"Awaiting response from Senior Legal  officials in Ottawa to confirm whether the Yukon  can hold lands outside of their own territory  (late August '99)?   ","7/29/1999"
2763,425,"Hired Safety-Kleen to conduct  asbestos report, to be done by Oct. 15/99.Letter  to consult with Indians prepared and awaiting for   Joe's signature.   ","9/20/1999"
2764,425,"Awaiting City of Nelson to  confirm their interest in puchasing our building.   ","1/31/2000"
2765,425,"Public Tender closed on Feb.  15, 2001.  Three bids came in - $1,350,000,  $1,155,000 and $876,000.  We rejected all three  because the highest bidder made a change to the  Offer.  We invited all the bidders to resubmit  their offer by 2 pm Feb. 28, 2001.  Two parties  came back with another offer.  $887,000 and  $1,200,000.  The highest bidder, Community Futures  did not resubmit March 5, 2001 - Accepted offer of  $1,200,000.   ","2/28/2001"
2766,425,"Purchaser increased dep. to  $400,000.   Closing date May 25, 2001.","5/2/2001"
2767,426,"Awaiting assistance from Rosemary  Lutter on how to respond to City re their offer.    ","2/15/1999"
2768,426,"Meeting scheduled with RL-DOJ for 2:00  pm on Thursday 25th Feb to review aboriginal title  docs.    ","2/22/1999"
2769,426,"Dal has forwarded revised offer back  to City and suggested a meeting with City  officials to finalize terms of offer.    ","3/8/1999"
2770,426,"Awaiting T.B. approval.    ","3/15/1999"
2771,426,"City has responded to Dal's revised  offer.  Dal forwarded copy to DOJ for review and  comments.     ","4/7/1999"
2772,426,"Awaiting assistance from Rosemary  Lutter on how to respond to City re their offer.    ","2/15/1999"
2773,426,"Meeting scheduled with RL-DOJ for 2:00  pm on Thursday 25th Feb to review aboriginal title  docs.    ","2/22/1999"
2774,426,"Dal has forwarded revised offer back  to City and suggested a meeting with City  officials to finalize terms of offer.    ","3/8/1999"
2775,426,"Awaiting T.B. approval.    ","3/15/1999"
2776,426,"City has responded to Dal's revised  offer.  Dal forwarded copy to DOJ for review and  comments.    ","4/7/1999"
2777,426,"P.C. 1999-784 dated April 29, 1999  authorized the Grant of Lots l & 2 by HMQiROC to  Herself. Instruent signed and forwarded to DOJ for  countersignature.    ","5/6/1999"
2778,426,"Lots 1 and 2 now registered in LTO.   TB Minute 827122 authorizes sale of property to  City subject to 3 conditions.  Requested some  clarification from Ott    ","6/25/1999"
2779,426,"TB Approved sale subject to three  conditions.  Proceeding to remove those  conditions.    ","7/5/1999"
2780,426,"Purchase agreement being finalized  with solicitors.     ","7/29/1999"
2781,426,"Closing date has been  established for 15th March, 1999, pending  execution of Offer to Purchase by  December l,  1999.     ","8/19/1999"
2782,426,"FN consultation process must be   completed on or before September 30, 1999.   ","8/19/1999"
2783,426,"Offer form revised and sent  to City for execution.   ","9/23/1999"
2784,426,"Letter to City solicitors on  ","11/16/1999"
2785,426,"FN consultations completed.   Canada's subject removed.  Outstanding subject  with City to be dealt with next week. 8 advis ","1/12/2000"
2786,426,"City to extend closing date  past March 15, 2000.     ","2/3/2000"
2787,426,"Advised the City that the Crown is  willing to accept a $10,000 nonrefundable deposit   in exchange for an extension of time. to July 15,   2000.   ","3/1/2000"
2788,426,"Discussions ongoing with City who  ","5/17/2000"
2789,426,"2000 - City's subject deadline extended to  ","5/1/2001"
2790,426,"closing date extended to August 15,   2000   ","7/1/2000"
2791,426,"City's subject deadline extended to  ","6/8/2000"
2792,426,"closing date extended to August 15,   2000.  Awaiting execution of final offer.   ","7/1/2000"
2793,426,"Offer executed.  TIS sheet to DOJ   to prepare conveyance instrument.   ","7/18/2000"
2794,426,"DOJ has provided the City with  instrument of Grant for registration purposes.   ","8/9/2000"
2795,426,"Instruments registered - project  completed. ","8/18/2000"
2796,427,"Sent material over to A. Doyle at DOJ for her to review.  To settle admin.issue.    ","2/26/1998"
2797,427,"Section 16(3) & NOE sent to A. Doyle 98-09-24.    ","9/25/1998"
2798,427,"Awaiting letter from Province that they will accept lands back as is.     ","1/19/1999"
2799,427,"Transfer papers deposited in Document Depository by DOJ.  Province confirmed they will accept back lands.","4/28/1999"
2800,428,"Awaiting Joe to talk to Dal whether to  dispose olease and property by public tender or  not.    ","2/2/1998"
2801,428,"Awaiting Joe to talk to Dal whether to  dispose oproperty by public tender or not.    ","5/19/1998"
2802,428,"tender closes may 25, 1998.    ","5/20/1998"
2803,428,"Project transferred from TW to JG.    ","5/27/1998"
2804,428,"Kathy Jenkins said Environ. Assess.  will be done in 2 wks.  Purchaser may then secure   mortage.    ","9/3/1998"
2805,428,"Extended completion date to November  1, 1998. ","9/8/1998"
2806,429,"Tender closed on May 15, 1998.  Two  bids received anthe higher bid is $171,900.   Successful bid subject to purchaser receiving  approval for lease from Parks Canada.    ","5/19/1998"
2807,429,"Project transferred from TW to JG.    ","5/27/1998"
2808,429,"Calling lawyer to delay closing date.    ","5/27/1998"
2809,429,"Called lawyer but he's in court.   called K. Jenkins who said lease has been signed,   EA done, just waiting for purchaser to secure  mortgage.    ","9/3/1998"
2810,429,"Extended completion date to October 1,  1998 ","9/8/1998"
2811,430,"Surrey confirmed $46,748.50 will be  paid for R/W for 50 years.  DOJ reviewing R/W  document.    ","3/16/1998"
2812,430,"Sent proof of admin to Wally to  complete.    ","3/16/1998"
2813,430,"Crown Grant ordered.    ","3/16/1998"
2814,430,"Ann Doyle has reviewed the right of  way agreement and it is now under reviewed by  Tony capuccinello, lawyer for Surrey.    ","5/19/1998"
2815,430,"Project transferred from TW to JG.    ","5/27/1998"
2816,430,"Met with Ann Doyle on Sept. 18 and  Derek Watson on Sept. 19 to discuss the latest  draft from City of Surrey.    ","9/21/1998"
2817,430,"Yesterday I mailed draft to Ann Doyle   for her review.    ","9/30/1998"
2818,430,"Tony Cappucinello and I finalized the   agreement.  Draft being typed by Bea Scott at City  of Surrey. ","11/4/1998"
2819,431,"DISBURSEMENTS $2500.00  Jul14/98-  Interested Parties    Holland Gidney  250-537-9933    Patrick Akerman                 Lorne Bunyan  ReMax - Salt Spring             250-537-1647  250-537-9977    ","10/6/3898"
2820,431,"Letters and follow up to First Nations  ongoing        ","7/14/1998"
2821,431,"Joe arranging meeting with First  Nations  ","1/18/1999"
2822,431,"gail schubert from salt spring island  news phoned regarding status of this property -  she was told that it is in thfirst nation  consultation stage - also informed of the normal   circulation process before it is offeed to the  general public-  derek wolff was informed via voicemail     ","3/1/1999"
2823,431,"Joe consulting with First  Nations   ","11/2/1999"
2824,431,"letters sent to First nations   again asking for aboriginal concerns   ","2/21/2000"
2825,431,"Wayne handed file to Louise Aug.  21/00.   ","8/21/2000"
2826,431,"Letters written Nov. 00 to First Nations. ","12/8/2000"
2827,432,"Transaction  complete August 26, 1999. ","9/22/1999"
2828,433,"Federal Circulation timeframe ends  ","3/17/1998"
2829,433,"    ","3/30/1998"
2830,433,"Indefeasible title outstanding.   Trying to locate.  Proceeding with circulation.    ","6/11/1998"
2831,433,"Circulation proceeding.  Sent file  over to DOJ for aboriginal assessment.  RCMP HQ  is forwarding me indefeasible title.    ","7/8/1998"
2832,433,"Circulation is proceeding.  Sent file   to DOJ foaboriginal assessment.  RCMP HQ is  forwarding indefeasible title.    ","7/8/1998"
2833,433,"District of Wells has expressed an  interest.    ","8/12/1998"
2834,433,"District of Wells has expressed an  interestConsultation with aboriginal groups  taking place.         ","9/22/1998"
2835,433,"Forwarding letter to Band that we will  proceed with disposal.    ","3/9/1999"
2836,433,"The District of Wells is no longer  interested in purchasing the property.  Proceeding  to list.    ","5/11/1999"
2837,433,"Listing agreement to be signed shortly  to list property.    ","5/17/1999"
2838,433,"Property listed for $58,000.   ","7/9/1999"
2839,433,"Property price reduced to  52,000.   ","10/21/1999"
2840,433,"Neighbour interested in buying   for nothing.  Advised her to contact Realtor and  put in an offer.   ","10/21/1999"
2841,433,"No interest has been expressed   in property.  Listing expires Dec. 31/99.   ","11/3/1999"
2842,433,"Offer of $30,00 received on  ","12/3/1999"
2843,433," We've countered at $48,000 and  $42,000.   ","12/2/1999"
2844,433,"Offer of $30,00 received on  ","12/7/1999"
2845,433," We've countered at $48,000 and  $42,000.    Deal fell through.   ","12/2/1999"
2846,433,"Received deposit cheque of  $1,450.   ","2/25/2000"
2847,433,"Sale complete. ","12/8/2000"
2848,434,"DOJ will confirm closing date.  DIAND   really wants the funds to come out of 97 fiscal  year. ","3/13/1998"
2849,435,"Sent draft agreement to Moyra Dhaliwal  for review. Awaiting response.    ","2/15/1999"
2850,435,"Confirmation letter completed - Final   form documents being prepared for signature by B.   Baird, DOJ.    ","2/25/1999"
2851,435,"Letter of confirmation forwarded to  DFO for signature.    ","3/8/1999"
2852,435,"Letter of confirmation forwarded to  DFO for signature. Called Noelle Taylor.    ","3/12/1999"
2853,435,"Documents being signed by  Transport/DOJ.    ","3/18/1999"
2854,435,"Documents sent to DOJ for final  execution.     ","3/22/1999"
2855,435,"Sent draft agreement to Moyra Dhaliwal  for review. Awaiting response.    ","2/15/1999"
2856,435,"Confirmation letter completed - Final   form documents being prepared for signature by B.   Baird, DOJ.    ","2/25/1999"
2857,435,"Letter of confirmation forwarded to  DFO for signature.    ","3/8/1999"
2858,435,"Letter of confirmation forwarded to  DFO for signature. Called Noelle Taylor.    ","3/12/1999"
2859,435,"Documents being signed by  Transport/DOJ.    ","3/18/1999"
2860,435,"Documents sent to DOJ for final  execution.    ","3/22/1999"
2861,435,"Documents executed and distributed to   clients.  File completed and closed. ","4/19/1999"
2862,436,"Trailers still being used at this time    NOTICE FOR LOUISE RE; 98/99 DISBURSEMENTS $1000.00    Interested Parties    Chester Williams  R.R. 1 Site 19, comp 21  Morricetown, VOJ 2N0  842-5244 office  847-1399 home    Rick Vipond - Powell Trailer Park  250-842-5344    ","5/19/1998"
2863,436,"Trailers listed with Ron Lapadat of  Remax    ","9/4/1998"
2864,436,"Sent tranfser document re: mobile at  Ann's Trailer Park    ","9/14/1998"
2865,436,"all trailers sold final completion on  last trailer is Nov. 6/98    ","10/29/1998"
2866,436,"All three trailers have been sold. ","11/25/1998"
2867,437,"Talked to purchaser who said cabin  will be removed before May 22, 1998.    ","5/19/1998"
2868,437,"Called Don Gamble who said the workmen  told him they will remove it this week.  I told  him I will try to extend it for another week for  him.    ","5/25/1998"
2869,437,"Extended deadline to remove until May   31, 1998. ","5/25/1998"
2870,438,"Trailer will be vacant sometime in  ","3/31/1998"
2871,438,"Project on hold indefinitely as  trailer is expected to be used for quite some  time.  RCMP HQ notified.    ","7/17/3898"
2872,438,"Project on hold until November 99 as  per Property Manager Monique Simard, RCMP.   ","7/8/1998"
2873,438,"Project cancelled by client. ","10/12/1999"
2874,439," FHBRO clearance received April, 1999/  Appraisal booked May 06/99. YTG and Dawson City  confirmed not interested   Listed with UpNorth Realty Sales - John Wierda - Sept 13/99","5/14/1999"
2875,440,"Letter from Ms. Scharfe at DIAND  confirming they wish to have land subdivided and  registered.  Survey will take place next fiscal,  along with CEAA.     ","3/8/1999"
2876,440,"DIAND have completed the  environmental study and CEAA review.  Copy  forwarded to Dave Thorne for his review and  comment. Ms. Scharfe at DIAND c   ","8/19/1999"
2877,440,"Now awaiting completion of  subdivision survey.   ","8/19/1999"
2878,440,"INAC dealing with subdivision  process.   ","3/6/2000"
2879,440,"INAC still dealing with  subdivision process.   ","9/5/2000"
2880,440,"Letter sent to INAC  requesting an update on the status of the  subdivision process.  Awaiting response from INAC.    ","9/25/2000"
2881,440,"Letter received from INAC  advising this matter has now been assigned to Carl  Melnyk, Land Management and Leasing Officer.   ","9/27/2000"
2882,440,"Clarify subdivision requirements  with DIAND.   ","10/4/2000"
2883,440,"Awaiting contact by DIAND to  confirm status on the subdivision.   ","1/26/2001"
2884,440,"Awaiting contact by DIAND to  confirm status of the subdivision.   ","4/2/2001"
2885,440,"Subdivison plan has been prepared.   Copy to be forwarded to SCHB for review and  comments before signature.   ","4/4/2001"
2886,440,"Letter to DOJ with update on  status.   ","5/25/2001"
2887,440,"Letter to DOJ with update on  status. Sent copy of subdivision plan for review.   ","5/25/2001"
2888,440,"Subdivision plan prepared in  preliminary form.   ","6/4/2001"
2889,440,"Awaiting processes to be completed  by DIAND before plan can be executed.   ","6/18/2001"
2890,440,"Plan  has been executed and  forwarded to NRC for deposit in LTO.   ","7/17/2001"
2891,440,"Awaiting advice from DIAND that  plan has been successfully deposited in LTO.   ","7/30/2001"
2892,440,"Awaiting advice from DIAND that  plan has been successfully registered in LTO  before we may proceed.   ","8/7/2001"
2893,440,"Awaiting advice from DIAND that  plan has been successfully registered in LTO  before we may proceed. with disposal.   ","8/7/2001"
2894,440,"Awaiting advice from DIAND that  plan has been successfully registered in LTO  before we may proceed. with TA.   ","8/7/2001"
2895,440,"Subdivision plan was  registered in P.G. LTO.  Forwarded package to DOJ   to proceed with TA   ","9/27/2001"
2896,440,"Awaiting signature of TA by  DIAND.   ","10/16/2001"
2897,440,"Project on hold pending DIAND  to resolve environmental issues.   ","10/19/2001"
2898,440,"Project on hold pending DIAND's  resolution of environmental issues.   ","10/22/2001"
2899,440,"Project on hold pending  DIAND's resolution of o/s environmental issues  required by DFO to fulfil, negotiate  costs/responsibilities of mitigative measures   ","11/15/2001"
2900,440,"DIAND have arranged for an  update on P1ESA (incl. site visit) from PWGSC to  determine present/future liability against Crown.   Will be signed off by FN.   ","1/21/2002"
2901,440,"DIAND has completed its  environmental update reviews and is asking DFO to   involve itself in resolving the remediation issue.    ","5/7/2002"
2902,440,"Called Lisa Webster (DIAND-ENV  Specialist) who will set up a meeting with Dale  Thomas, myself and Dave Thorne to discuss env.  issues associated with site ","6/27/2002"
2903,441,"Awaiting response from Anne Doyle as  to success with LTO application to register land  in name of HMQiROC.     ","2/15/1999"
2904,441,"Awaiting response from Anne Doyle as  to success with LTO application to register land  in name of HMQiROC.    ","2/15/1999"
2905,441,"Transfer of Administration executed.    Project closed. ","5/18/1999"
2906,442,"tender cancelled because Marion Davis   said a regional district was interested in  acquiring this.    ","5/19/1998"
2907,442,"Project transferred from TW to LSP.    ","5/27/1998"
2908,442,"Wharf tendered.  Closing date  98-08-27.    ","8/27/1998"
2909,442,"One bid received from tender.   Accepted.  Sent lease for signature while  retrocession is taking place.    ","9/10/1998"
2910,442,"Awaiting signed copy of lease from  purchaser.    ","9/22/1998"
2911,442,"Need Section 16(3) from Transport to  execute License of Occupation.    ","12/22/1998"
2912,442,"TC said they are doing retrocession  immediately, so no interim License necessary. ","1/19/1999"
2913,443,"Ian Barrie has provided survey plan  where PWGSC encroaches on the City's property.   Waiting for Ian Barrie to provide plan on where  the City encroaches on our property.  Then Colin   Kristiansen from the City of Vancouver will  prepare the encroachment agreement.    ","5/19/1998"
2914,443,"Project transferred from TW to DF.    ","5/27/1998"
2915,443,"Ian Barrie confirmed that project  cancelled because the owner of the proposed jazz  restaurant ran out of money.    ","10/1/1998"
2916,443,"Last week Brenda Gable told me to go  ahead and finish getting the development permit.   ","10/15/1998"
2917,443,"Easement Agreement signed and  Development Permit obtained. ","11/3/2000"
2918,445,"Tender awarded and trailers to be removed by Jan 31/99","12/14/1998"
2919,446," Interested Parties    John Hellmuth  503 Euclid Street  Santa Monica, California  90402    ","8/17/1998"
2920,446,"tender packages being produced at T&C ads in papres for  ","10/29/1998"
2921,446,"Public tender closes November 27, 1998    ","11/16/1998"
2922,446,"Tender awarded and trailers to be removed by Jan 31/99    ","12/14/1998"
2923,446,"Trailers removed - some cleanup of site required by RCMP","1/21/1999"
2924,447,"Indefeasible title mailed to Victoria   Land title office 98-08-17.    ","8/18/1998"
2925,447,"Federal circulation ends on Sept.  14/98.    ","9/10/1998"
2926,447,"Circulation to other levels of govt.  ends October 23, 1998.    ","9/22/1998"
2927,447,"No interest expressed at lower  government levels.    ","11/4/1998"
2928,447,"Undergoing aboriginal assessment.    ","12/22/1998"
2929,447,"Letter to Bill Stephen seeking advice  on how to proceed.    ","7/12/1999"
2930,447,"Joe Gormley to consult with Bands  before proceeding.   ","5/11/1999"
2931,447,"It is likely DIAND will pick this  property up for Treaty purposes.   ","5/25/2000"
2932,447,"Transfer to DIAND for treaty  purposes. ","12/8/2000"
2933,448,"Jane Frost notified 98-08-13 that no  interest from tender.  She was to give Hugh Clark   (upland owner) a call.   ","8/24/1998"
2934,448,"TC notified me that they were going to decommision the wharf.  (Fall 1998) ","6/13/2000"
2935,449,"Project will proceed when subdivision   completed in Tahsis.    ","9/2/1998"
2936,449,"Project will proceed when subdivision   completed in Tahsis.  Delayed until 99/00 fiscal  year.   ","12/22/1998"
2937,449,"Transfer of Admin. to F&O for  $12,000.  Paperwork sent to DOJ 99-10-22   ","10/21/1999"
2938,449,"Transfer completed on November   25, 1999.  We must invoice F&O. ","12/6/1999"
2939,450,"Discussed with Bob Wiffen at the City   of Victoria that the value of the easement is  $14,500 and I will send him a letter confirming.   He said they might not have it removed if it is  going to cost them.    ","9/8/1998"
2940,450,"Faxed to Bob Wiffen that the value of   easement is $11,000 and asked them to confirm if   they still want to pursue the release of the  easement.  Left message for Wade Tocher that I had  talked to Bob and that they might not to pursue  the release if they would have to pay for it.        ","9/9/1998"
2941,450,"Bob Wiffen approved payment of $500 to  release condition.  Will call next week regarding  the easement.    ","10/22/1998"
2942,450,"Bob Wiffen said in 1968, the city  hooked up sewer and water for us at their  expense, therefore, the city doesn't feel right  about paying $11,000.He's waiting to hear back  froengineering to get more details.    ","11/4/1998"
2943,450,"proof of admin complete.  Waiting for   Wade Tocher to confirm from which lots he approves  the removal of condition. ","2/3/1999"
2944,451,"Sent letter to Tsimshian Tribal  Council.  Federal circulation commenced.    ","9/16/1998"
2945,451,"Talked to Darlana Ball and asked her  to send me names of local contacts and pictures  for ad.     ","10/1/1998"
2946,451,"Lynn Sloan is proceeding with heritage  review.  Still at aboriginal consultation stage.   ","5/6/1999"
2947,451,"Heritage review completed.  Joe is consulting with the Indians     ","9/12/2000"
2948,451,"Listed with Royal LePage Terrace  $134,900  ","10/31/2000"
2949,451,"sold ","2/21/2002"
2950,452,"Asked Darlana Ball to send me names of  local contacts and pictures for ad.    ","10/1/1998"
2951,452,"Peter Newman fr. BC Lands in Cranbrook  said he asked Victoria to do a joint sale and  hopefully cut out any red tape but no luck so  far.  He will go there next week and will twist  their arm and report back to me. Updated Darlana   today.    ","11/13/1998"
2952,452,"Left message for Peter Newman to call   back with updates.     ","1/15/1999"
2953,452,"Project assigned to Lorraine Schmidt  and signed joint sale agreement with BCALC.   ","5/6/1999"
2954,452,"Extended deadline for New  Milennium Youth Group to come up with funds by  ","1/31/2000"
2955,452,"   ","2/29/2000"
2956,452,"Retroceded back to the  Province.  Youth Group is leasing cabin from the  Village.  We are waiting for the TAC from Province  before closing file.   edNovember 2, 2000 - Notified by the Province that  a TAC from Province is not required and confirmed   with Ann Doyle at Justice that it's not required  by Canada.  File closed.","9/12/2000"
2957,453,"Federal ciculation commenced.  Letter   to Kamloops Indian Band will be sent shortly.    ","9/16/1998"
2958,453,"Sent letter to consult with Indians  yesterday.    ","9/30/1998"
2959,453,"Asked Darlana Ball to send me names of  local contacts and pictures for ad.     ","10/1/1998"
2960,453,"Lynn Sloan is proceeding with Heritage  review.  Still consulting with aboriginal groups.   ","5/6/1999"
2961,453,"Heritage review is done-  non-heritage.  16(3) just got signed.  Talked to  Johnny Jules today.  He will send letter to  approve of disposal. ","2/29/2000"
2962,454,"Asked Darlana Ball to send me names of  local contact and pictures for ad.    ","10/1/1998"
2963,454,"Garth Wakelam fr. BC Lands wanted keys  to the cabin since he will be visiting the  site.Darlana was to find the keys.    ","11/13/1998"
2964,454,"Garth Wakelam said they are interested in selling the site.  It's up to Richard Hough to decide whether we will get any compensation or not.  Richards Hough said we might get $10,000 for the cabin.  He's going on 1st or 2nd of Feb.","1/15/1999"
2966,454,"Sent letter to Richard Hough that we  wish to cancel map reserve and confirm our  intention to do a joint sale.   ","4/7/1999"
2967,454,"Province cancelled OIC Reserve.   Still waiting for 16(3) to be signed before we  can sell.   ","1/31/2000"
2968,454,"Got written confirmation from   BCALC that the OIC Reserve is not completely  cancelled and the transfer is not finished.  16(3)  is signed.  Waiting for the  Province to sign  letter of agreement on how proceeds of the cabin  will be calculated.  ","2/29/2000"
2969,454,"BCALC must resolve access  problem with MOTH.  Also, if septic tank does not   percolate, may have to sell as seasonal dwelling  and reduce price.   ","9/12/2000"
2970,454,"Access problem about to be  resolved.  Just need to register plan with  Surveyor General.   ","9/28/2001"
2971,454,"ASubdivision plan has been  approved.  The trespass area crown granted to the   neighbour for consolidation.  The two easements  will be registered soon and  then listed on MLS.","4/8/2002"
2972,455,"faxed NOE to Stan Tinker yesterday.    ","9/16/1998"
2973,455,"Talked to Darlana Ball and asked her  to send me names of local contacts and pictures  for ad.    ","10/1/1998"
2974,455,"Darlana called that there's no one  there to do open houses and I confirmed with  Bruce Jensen at the agri.research station that  someone there could do it.    ","10/2/1998"
2975,455,"Mark Neufeld at Summerland Research  Station can do open houses.  Darlana said to sell  furniture with cabin.  NatRes. will pay for a  ","10/21/1998"
2976,455,"Open house set on jan.15, 1999 at 10  a.m. tender closes on Feb. 1, 1999.  All tender  documents sent to T&C.","1/6/1999"
2977,455,"Rene Doucette said he hopes to send  money to me by the end of the week.  He hopes to   carry through with the deal but asked what would  happen if he doesn't.  I said he would lose his  deposit and we would re-tender.     ","2/8/1999"
2978,455,"Received all of the money and sent  letter of acceptance to him.  Told him he can go  ahead to remove trailer.    ","2/15/1999"
2979,455,"Found something wrong with the plumbing, Purchaser wants $900 or $1800 reduced   from sale price. We asked him to decide by noon  ","3/1/1999"
2980,455,"cel the deal or reduce by  $900 only.    ","3/3/3899"
2981,455,"$900 was returned to the purchaser. ","4/7/1999"
2982,456,"98 - Parks Canada asked how they can  express their interest in purchasing the building.    ","11/4/2004"
2983,456,"Sent building condition report and O&M  costs to Vern Everts at Parks.  Parks sent letter   confirming their interest.    ","11/23/1998"
2984,456,"Letter sent to aboriginals.     ","2/3/1999"
2985,456,"Received go ahead from the Indian  Bands.  Transferred takes place on March 31, 1999.","3/30/1999"
2986,457,"Neil Carson said the negotiator will  send out the surplus notice again and put a hold   on it as if these were neproperties.    ","12/3/1997"
2987,457,"Received e-mail from Stan Tinker that   INAC requested hold until April 29, 1998.    ","12/4/1997"
2988,457,"Tina Beard called that they are still   very interestein acquiring this lot.  They have  been wanting to get it for thpast 9 years.  Told   her it's on hold until April 29/98.  Wilcontact  her then.    ","1/27/1998"
2989,457,"Tina Beard called that they are still   very interestein acquiring this lot.  They have  been wanting to get it for thpast 9 years.  Told   her it's on h    ","1/27/1998"
2990,457,"Justice had written reply on  aboriginal titleletters have been sent to  aboriginal groups.  Just waiting for their reply.    ","5/19/1998"
2991,457,"Project transferred from TW to WM.    NOTE TO LOUISE RE; 98/99 DISBURSEMENTS $2000.00    Interested Party  Calvin Pyrch  4658 Majestic Place  Tabor, AB, T1G 1E3  403 223-4094    ","5/27/1998"
2992,457,"response from First nations requires  further consultation with PWGSC   ","7/14/1998"
2993,457,"Listed but no offers.   ","11/3/1999"
2994,457,"Accepted an offer subject to  purchasers selling their home in Alberta by March   15, 2000   ","1/31/2000"
2995,457,"AExtended offer to purchasers  selling their home in Alberta by Sept. 30, 2000   ","9/12/2000"
2996,457,"Extended offer to purchasers   selling their home in Alberta by Sept. 30, 2000   ","9/12/2000"
2997,457,"Offer accepted.   ","6/11/2001"
2998,457,"sale closed. ","9/4/2001"
2999,458,"Public tender closes December 18,1998    ","11/16/1998"
3000,458,"Tender awarded - trailer to be removed  by Feb. 15/99    ","1/21/1999"
3001,458,"Trailer still on property- Mr. Scott  arranging for removal    ","3/2/1999"
3002,458,"Trailer still on site ","6/25/1999"
3003,458,"Trailer removed from site - remediation still  has to be done   ","11/2/1999"
3004,458,"Trailer removed from site -  remediation still has to be done- local RCMP will   notify me when this has been done   ","11/2/1999"
3005,458,"Don Smawley RCMP Comanding Officer - 629-6171 (Nancy) ","10/31/2000"
3006,459,"Contacted DOJ-Whitehorse to discuss  how to proceed with project.  Awaiting response.    ","2/15/1999"
3007,459,"Contact made with Jeff Hutchinson.   Need to discuss tenure requirements with Tom  Sparrow, Jim Nesbitt and Wayne Berry.    ","2/25/1999"
3008,459,"Meeting with Tom Sparrow re issues  arising on this project.  Likely a longstanding  matter.    ","3/8/1999"
3009,459,"Searching S.R.W. plans.    ","3/12/1999"
3010,459,"Forwarded letter to Jeffery  Hutchinson, at DOJ-W'horse regarding issues raised  at my meeting with Tom Sparrow. Will need to  discuss further.     ","3/25/1999"
3011,459,"Contacted DOJ-Whitehorse to discuss  how to proceed with project.  Awaiting response.    ","2/15/1999"
3012,459,"Contact made with Jeff Hutchinson.   Need to discuss tenure requirements with Tom  Sparrow, Jim Nesbitt and Wayne Berry.    ","2/25/1999"
3013,459,"Meeting with Tom Sparrow re issues  arising on this project.  Likely a longstanding  matter.    ","3/8/1999"
3014,459,"Searching S.R.W. plans.    ","3/12/1999"
3015,459,"Forwarded letter to Jeffery  Hutchinson, at DOJ-W'horse regarding issues raised  at my meeting with Tom Sparrow. Will need to  discuss further.    ","3/25/1999"
3016,459,"Awaiting response to my letter to Jeff  Hutchinson of March 25, 1999.    ","4/20/1999"
3017,459,"Ongoing discussions between AJH and  Tom Sparrow.  Environmental study being conducted   by Tim Sackmann week of July 26, 1999.    ","7/29/1999"
3018,459,"Awaiting response from Senior Legal  officials in Ottawa to confirm whether the Yukon  can hold lands outside of their own territory.    ","7/29/1999"
3019,459,"Awaiting response from Senior Legal  officials in Ottawa to confirm whether the Yukon  can hold lands outside of their own territory  (late August '99)?   ","7/29/1999"
3020,459,"Letter received from Malcolm  Florence (DOJ-Whitehorse) advising he will be away  until the end of October and we will be able to  discuss matter then.   ","10/4/1999"
3021,459,"Phase l Environmental Site  Investigation done by Tim Sackmann (PWGSC-ES)   ","11/1/1999"
3022,459,"Phase l Environmental Site  Investigation done by Tim Sackmann (PWGSC-ES).   ","11/8/1999"
3023,459,"Discussed project again with Tom   Sparrow.  DOJ Whitehorse have recommended we pass   the file on to Vancouver Regional office to deal  with.   ","3/14/2000"
3024,459,"Forwarded instructions to  DOJ-Vancouver to assist in resolving legal issues   of ownership of this property   ","3/15/2000"
3025,459,"Ann Doyle assigned to this file.   ","3/21/2000"
3026,459,"Three way information meeting with   Ann Doyle, Tom Sparrow, A. Holliday (2000.05.31).   ","5/31/2000"
3027,459,"Need to research files passed on by  Mr. Sparrow and forward appropriate info to DOJ.    Also need to confirm ownership of customs office.   ","6/1/2000"
